"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor-model-11-5.nlogo"
"Figure 12.2"
"04/21/2025 23:45:31:464 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-19","19","-19","19"
"[run number]","investors-n","wealth-start","profit-mean","risk-of-failing-max","decision-time-horizon","investors-color","businesses-color-positive","businesses-color-negative","failed-businesses-color","[step]","mean [risk-of-failing] of turtles-on patches"
"30","25","0","5000","0.1","25","25","105","15","9","39","0.016573309132860873"
"27","25","0","5000","0.1","25","25","105","15","9","40","0.017986185970272933"
"29","25","0","5000","0.1","25","25","105","15","9","48","0.020328568648276268"
"30","25","0","5000","0.1","25","25","105","15","9","40","0.016986226316482087"
"29","25","0","5000","0.1","25","25","105","15","9","49","0.01901129722843992"
"27","25","0","5000","0.1","25","25","105","15","9","41","0.017986185970272933"
"30","25","0","5000","0.1","25","25","105","15","9","41","0.01698622631648209"
"29","25","0","5000","0.1","25","25","105","15","9","50","0.018662409121245466"
"27","25","0","5000","0.1","25","25","105","15","9","42","0.017986185970272933"
"30","25","0","5000","0.1","25","25","105","15","9","42","0.016048834339246535"
"27","25","0","5000","0.1","25","25","105","15","9","43","0.01804533836082065"
"30","25","0","5000","0.1","25","25","105","15","9","43","0.017260161992010276"
"27","25","0","5000","0.1","25","25","105","15","9","44","0.019237056955568984"
"30","25","0","5000","0.1","25","25","105","15","9","44","0.014021492844501798"
"27","25","0","5000","0.1","25","25","105","15","9","45","0.019237056955568987"
"30","25","0","5000","0.1","25","25","105","15","9","45","0.014741058799065641"
"27","25","0","5000","0.1","25","25","105","15","9","46","0.018999803360293447"
"30","25","0","5000","0.1","25","25","105","15","9","46","0.015229569050972346"
"27","25","0","5000","0.1","25","25","105","15","9","47","0.019050210248864476"
"30","25","0","5000","0.1","25","25","105","15","9","47","0.01544746776142953"
"27","25","0","5000","0.1","25","25","105","15","9","48","0.017263447971780754"
"30","25","0","5000","0.1","25","25","105","15","9","48","0.017501534900844547"
"27","25","0","5000","0.1","25","25","105","15","9","49","0.01626685967813502"
"30","25","0","5000","0.1","25","25","105","15","9","49","0.01522956905097235"
"30","25","0","5000","0.1","25","25","105","15","9","50","0.015229569050972346"
"27","25","0","5000","0.1","25","25","105","15","9","50","0.017796153837598867"
